Model year,Make,Model,Vehicle class,Motor (kW),Transmission,Fuel type,City (kWh/100 km),Highway (kWh/100 km),Combined (kWh/100 km),City (Le/100 km),Highway (Le/100 km),Combined (Le/100 km),Range (km),Recharge time (h),Energy Efficiency (km/kWh),City Efficiency (km/kWh),Highway Efficiency (km/kWh),power_efficiency_ratio,City_power_efficiency_ratio,Highway_power_efficiency_ratio,charging_speed
2024,Tesla,Model 3 Long Range AWD (Import),Mid-size,280,A1,B,15.5,17.0,16.2,1.7,1.9,1.8,549,10.0,6.172839506172839,6.451612903225806,5.882352941176471,45.36,43.400000000000006,47.599999999999994,54.9
2024,Tesla,Model 3 Performance,Mid-size,380,A1,B,17.9,19.6,18.7,2.0,2.2,2.1,478,10.0,5.347593582887701,5.5865921787709505,5.1020408163265305,71.06,68.02,74.48,47.8
2024,Tesla,Model S,Full-size,494,A1,B,16.5,18.1,17.2,1.9,2.0,1.9,647,15.0,5.813953488372094,6.0606060606060606,5.524861878453038,84.96799999999999,81.51,89.41400000000002,43.13333333333333
2024,Tesla,"Model S Plaid (19"" Wheels)",Full-size,750,A1,B,18.8,20.4,19.6,2.1,2.3,2.2,578,15.0,5.1020408163265305,5.319148936170213,4.901960784313726,147.0,141.0,153.0,38.53333333333333
2024,Tesla,"Model S Plaid (21"" Wheels)",Full-size,750,A1,B,21.0,22.9,21.9,2.4,2.6,2.5,515,15.0,4.566210045662101,4.761904761904762,4.366812227074236,164.25,157.5,171.74999999999997,34.333333333333336
2024,Tesla,Model X,Sport utility vehicle: Standard,494,A1,B,20.0,21.9,20.9,2.3,2.5,2.3,539,14.0,4.784688995215311,5.0,4.566210045662101,103.246,98.8,108.18599999999999,38.5
2024,Tesla,"Model X Plaid (20"" Wheels)",Sport utility vehicle: Standard,750,A1,B,20.5,22.7,21.5,2.3,2.5,2.4,525,14.0,4.651162790697675,4.878048780487805,4.405286343612335,161.25,153.75,170.24999999999997,37.5
2024,Tesla,"Model X Plaid (22"" Wheels)",Sport utility vehicle: Standard,750,A1,B,22.2,24.3,23.2,2.5,2.7,2.6,483,14.0,4.310344827586207,4.504504504504505,4.11522633744856,173.99999999999997,166.5,182.25,34.5
2024,Tesla,Model Y RWD,Sport utility vehicle: Small,203,A1,B,16.6,18.1,17.3,1.9,2.0,1.9,394,8.0,5.780346820809248,6.024096385542168,5.524861878453038,35.11900000000001,33.698,36.743,49.25
2024,Tesla,Model Y RWD (Import),Sport utility vehicle: Small,198,A1,B,17.3,18.6,17.9,1.9,2.1,2.0,386,8.0,5.5865921787709505,5.780346820809248,5.376344086021505,35.44199999999999,34.254000000000005,36.828,48.25
2024,Tesla,Model Y Long Range AWD,Sport utility vehicle: Small,291,A1,B,17.4,18.2,17.8,2.0,2.0,2.0,497,10.0,5.617977528089887,5.74712643678161,5.4945054945054945,51.798,50.63399999999999,52.962,49.7
2024,Tesla,Model Y Long Range AWD (Import),Sport utility vehicle: Small,266,A1,B,17.0,18.8,17.8,1.9,2.1,2.0,496,10.0,5.617977528089887,5.882352941176471,5.319148936170213,47.348000000000006,45.22,50.008,49.6
2024,Tesla,Model Y Performance,Sport utility vehicle: Small,314,A1,B,18.3,20.4,19.2,2.1,2.3,2.2,459,10.0,5.208333333333334,5.46448087431694,4.901960784313726,60.28799999999999,57.462,64.056,45.9
2024,Tesla,Model Y Performance (Import),Sport utility vehicle: Small,314,A1,B,18.9,21.4,20.0,2.1,2.4,2.2,449,10.0,5.0,5.291005291005291,4.672897196261682,62.8,59.346,67.196,44.9
2024,Toyota,bZ4X,Sport utility vehicle: Small,150,A1,B,16.0,19.5,17.6,1.8,2.2,2.0,406,11.0,5.681818181818182,6.25,5.128205128205129,26.400000000000002,24.0,29.249999999999996,36.90909090909091
2024,Toyota,bZ4X AWD,Sport utility vehicle: Small,160,A1,B,18.4,22.3,20.1,2.1,2.5,2.3,367,11.0,4.975124378109452,5.434782608695652,4.484304932735426,32.160000000000004,29.439999999999998,35.68,33.36363636363637
2024,VinFast,VF8 ECO,Sport utility vehicle: Standard,260,A1,B,26.4,29.5,27.8,3.0,3.3,3.1,425,12.0,3.597122302158273,3.787878787878788,3.389830508474576,72.28,68.64,76.7,35.416666666666664
2024,VinFast,VF8 PLUS,Sport utility vehicle: Standard,260,A1,B,28.4,30.8,29.5,3.2,3.5,3.3,356,12.0,3.389830508474576,3.5211267605633805,3.2467532467532467,76.7,73.83999999999999,80.08,29.666666666666668
2024,VinFast,VF8 PLUS Performance,Sport utility vehicle: Standard,300,A1,B,43.8,48.4,45.9,4.9,5.4,5.2,391,12.0,2.178649237472767,2.2831050228310503,2.066115702479339,137.7,131.4,145.2,32.583333333333336
2024,VinFast,VF9 ECO,Sport utility vehicle: Standard,300,A1,B,26.6,29.5,27.9,3.0,3.3,3.1,531,15.0,3.5842293906810037,3.7593984962406015,3.389830508474576,83.7,79.8,88.5,35.4
2024,VinFast,VF9 PLUS,Sport utility vehicle: Standard,300,A1,B,29.4,31.9,30.5,3.3,3.6,3.4,468,15.0,3.278688524590164,3.4013605442176873,3.134796238244514,91.5,88.19999999999999,95.7,31.2
2024,Volkswagen,ID.4,Sport utility vehicle: Small,150,A1,B,18.2,21.3,19.6,2.0,2.4,2.2,332,6.0,5.1020408163265305,5.4945054945054945,4.694835680751174,29.400000000000002,27.3,31.95,55.333333333333336
2024,Volkswagen,ID.4 S,Sport utility vehicle: Small,150,A1,B,18.2,21.3,19.6,2.0,2.4,2.2,332,6.0,5.1020408163265305,5.4945054945054945,4.694835680751174,29.400000000000002,27.3,31.95,55.333333333333336
2024,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,210,A1,B,17.1,20.2,18.5,1.9,2.3,2.1,468,8.0,5.405405405405405,5.847953216374268,4.9504950495049505,38.85,35.910000000000004,42.42,58.5
2024,Volkswagen,ID.4 Pro S,Sport utility vehicle: Small,210,A1,B,17.1,20.2,18.5,1.9,2.3,2.1,468,8.0,5.405405405405405,5.847953216374268,4.9504950495049505,38.85,35.910000000000004,42.42,58.5
2024,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,250,A1,B,19.4,21.9,20.5,2.2,2.5,2.3,423,8.0,4.878048780487805,5.154639175257732,4.566210045662101,51.25,48.5,54.75,52.875
2024,Volkswagen,ID.4 AWD Pro S,Sport utility vehicle: Small,250,A1,B,19.4,21.9,20.5,2.2,2.5,2.3,423,8.0,4.878048780487805,5.154639175257732,4.566210045662101,51.25,48.5,54.75,52.875
2024,Volvo,C40 Recharge,Sport utility vehicle: Small,185,A1,B,17.8,21.8,19.6,2.0,2.4,2.2,478,8.0,5.1020408163265305,5.617977528089887,4.587155963302752,36.26,32.93,40.33,59.75
2024,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,19.8,23.0,21.2,2.2,2.6,2.4,414,8.0,4.716981132075472,5.05050505050505,4.3478260869565215,63.599999999999994,59.400000000000006,69.0,51.75
2024,Volvo,XC40 Recharge,Sport utility vehicle: Small,185,A1,B,17.8,22.0,19.7,2.0,2.5,2.2,472,8.0,5.0761421319796955,5.617977528089887,4.545454545454546,36.445,32.93,40.699999999999996,59.0
2024,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,19.8,23.4,21.4,2.2,2.6,2.4,409,8.0,4.672897196261682,5.05050505050505,4.273504273504273,64.2,59.400000000000006,70.2,51.125
2025,Audi,A6 60 e-tron,Full-size,315,A1,B,19.1,20.5,19.7,2.1,2.3,2.2,536,14.5,5.0761421319796955,5.2356020942408374,4.878048780487805,62.055,60.165000000000006,64.575,36.96551724137931
2025,Audi,A6 60 e-tron ultra,Full-size,315,A1,B,16.8,18.1,17.4,1.9,2.0,2.0,607,14.5,5.74712643678161,5.9523809523809526,5.524861878453038,54.809999999999995,52.92,57.01500000000001,41.86206896551724
2025,Audi,Q4 45 e-tron,Sport utility vehicle: Standard,210,A1,B,16.8,20.1,18.3,1.9,2.3,2.1,463,12.0,5.46448087431694,5.9523809523809526,4.975124378109452,38.43,35.28,42.21,38.583333333333336
2025,Audi,Q4 55 e-tron quattro,Sport utility vehicle: Standard,250,A1,B,19.5,22.8,21.0,2.2,2.6,2.4,414,12.0,4.761904761904762,5.128205128205129,4.385964912280701,52.5,48.74999999999999,57.00000000000001,34.5
2025,Audi,Q4 Sportback 55 e-tron quattro,Sport utility vehicle: Standard,250,A1,B,19.5,22.8,21.0,2.2,2.6,2.4,414,12.0,4.761904761904762,5.128205128205129,4.385964912280701,52.5,48.74999999999999,57.00000000000001,34.5
2025,Audi,"Q6 60 e-tron quattro (19"" Wheels)",Sport utility vehicle: Standard,315,A1,B,20.0,22.5,21.2,2.3,2.5,2.4,494,14.0,4.716981132075472,5.0,4.444444444444445,66.78,63.0,70.875,35.285714285714285
2025,Audi,"Q6 60 e-tron quattro (20"" Wheels)",Sport utility vehicle: Standard,315,A1,B,20.6,23.6,21.9,2.3,2.7,2.5,475,14.0,4.566210045662101,4.854368932038835,4.23728813559322,68.985,64.89,74.34000000000002,33.92857142857143
2025,Audi,"Q6 Sportback 60 e-tron quattro (19"" Wheels)",Sport utility vehicle: Standard,315,A1,B,19.2,21.6,20.3,2.2,2.4,2.3,513,14.0,4.926108374384237,5.208333333333334,4.62962962962963,63.945,60.47999999999999,68.03999999999999,36.642857142857146
2025,Audi,"Q6 Sportback 60 e-tron quattro (20"" Wheels)",Sport utility vehicle: Standard,315,A1,B,20.1,22.8,21.3,2.3,2.6,2.4,491,14.0,4.694835680751174,4.975124378109452,4.385964912280701,67.095,63.315000000000005,71.82000000000001,35.07142857142857
2025,Audi,"Q8 e-tron (20"" Wheels)",Sport utility vehicle: Standard,300,A1,B,27.2,26.1,26.7,3.1,2.9,3.0,438,16.0,3.7453183520599254,3.6764705882352944,3.8314176245210727,80.1,81.6,78.3,27.375
2025,Audi,"Q8 e-tron (21"" Wheels)",Sport utility vehicle: Standard,300,A1,B,30.4,28.9,29.8,3.4,3.2,3.3,397,16.0,3.3557046979865772,3.2894736842105265,3.4602076124567476,89.4,91.19999999999999,86.7,24.8125
2025,Audi,"Q8 Sportback e-tron (20"" Wheels)",Sport utility vehicle: Standard,300,A1,B,27.2,26.1,26.7,3.1,2.9,3.0,438,16.0,3.7453183520599254,3.6764705882352944,3.8314176245210727,80.1,81.6,78.3,27.375
2025,Audi,"Q8 Sportback e-tron (21"" Wheels)",Sport utility vehicle: Standard,300,A1,B,30.4,28.9,29.8,3.4,3.2,3.3,397,16.0,3.3557046979865772,3.2894736842105265,3.4602076124567476,89.4,91.19999999999999,86.7,24.8125
2025,Audi,RS e-tron GT quattro performance,Subcompact,435,A1,B,24.8,25.5,25.1,2.8,2.9,2.8,446,15.5,3.98406374501992,4.032258064516129,3.9215686274509802,109.18500000000002,107.88,110.92500000000001,28.774193548387096
2025,Audi,"S e-tron GT (20"" Wheels)",Subcompact,435,A1,B,23.0,23.9,23.4,2.6,2.7,2.6,483,15.5,4.273504273504273,4.3478260869565215,4.184100418410042,101.79,100.05000000000001,103.965,31.161290322580644
2025,Audi,"S e-tron GT (21"" Wheels)",Subcompact,435,A1,B,23.4,24.5,23.9,2.6,2.8,2.7,473,15.5,4.184100418410042,4.273504273504273,4.081632653061225,103.965,101.79,106.575,30.516129032258064
2025,Audi,"S6 e-tron quattro (20"" Wheels)",Full-size,370,A1,B,19.7,20.3,20.0,2.2,2.3,2.2,521,14.5,5.0,5.0761421319796955,4.926108374384237,74.0,72.89,75.11,35.93103448275862
2025,Audi,"S6 e-tron quattro (21"" Wheels)",Full-size,370,A1,B,21.1,22.2,21.6,2.4,2.5,2.4,486,14.5,4.62962962962963,4.739336492890995,4.504504504504505,79.92,78.07,82.14,33.51724137931034
2025,Audi,SQ6 e-tron,Sport utility vehicle: Standard,360,A1,B,21.8,25.6,23.5,2.4,2.9,2.6,443,14.0,4.25531914893617,4.587155963302752,3.90625,84.60000000000001,78.48,92.16,31.642857142857142
2025,Audi,SQ6 Sportback e-tron quattro,Sport utility vehicle: Standard,360,A1,B,21.5,24.6,22.9,2.4,2.8,2.6,455,14.0,4.366812227074236,4.651162790697675,4.0650406504065035,82.44,77.39999999999999,88.56000000000002,32.5
2025,Audi,"SQ8 e-tron (20"" Wheels)",Sport utility vehicle: Standard,370,A1,B,30.6,29.3,30.0,3.4,3.3,3.4,388,16.0,3.3333333333333335,3.2679738562091503,3.41296928327645,111.0,113.22,108.41000000000001,24.25
2025,Audi,"SQ8 e-tron (21"" or 22"" Wheels)",Sport utility vehicle: Standard,370,A1,B,35.6,34.8,35.2,4.0,3.9,4.0,332,16.0,2.840909090909091,2.8089887640449436,2.873563218390805,130.24,131.72,128.76,20.75
2025,Audi,"SQ8 Sportback e-tron (20"" Wheels)",Sport utility vehicle: Standard,370,A1,B,30.6,29.3,30.0,3.4,3.3,3.4,388,16.0,3.3333333333333335,3.2679738562091503,3.41296928327645,111.0,113.22,108.41000000000001,24.25
2025,Audi,"SQ8 Sportback e-tron (21"" or 22"" Wheels)",Sport utility vehicle: Standard,370,A1,B,35.6,34.8,35.2,4.0,3.9,4.0,332,16.0,2.840909090909091,2.8089887640449436,2.873563218390805,130.24,131.72,128.76,20.75
2025,BMW,"i4 eDrive35 Gran Coupe (18"" Wheels)",Compact,210,A1,B,17.9,18.4,18.1,2.0,2.1,2.0,428,8.0,5.524861878453038,5.5865921787709505,5.434782608695652,38.010000000000005,37.589999999999996,38.64,53.5
2025,BMW,"i4 eDrive35 Gran Coupe (19"" Wheels)",Compact,210,A1,B,19.4,20.2,19.7,2.2,2.3,2.2,393,8.0,5.0761421319796955,5.154639175257732,4.9504950495049505,41.37,40.739999999999995,42.42,49.125
2025,BMW,"i4 eDrive40 Gran Coupe (18"" Wheels)",Compact,250,A1,B,18.6,18.9,18.7,2.1,2.1,2.1,512,10.0,5.347593582887701,5.376344086021505,5.291005291005291,46.75,46.5,47.25,51.2
2025,BMW,"i4 eDrive40 Gran Coupe (19"" Wheels)",Compact,250,A1,B,19.8,20.4,20.1,2.2,2.3,2.3,475,10.0,4.975124378109452,5.05050505050505,4.901960784313726,50.25000000000001,49.5,50.99999999999999,47.5
2025,BMW,"i4 xDrive40 Gran Coupe (18"" Wheels)",Compact,295,A1,B,21.1,20.3,20.8,2.4,2.3,2.3,462,10.0,4.8076923076923075,4.739336492890995,4.926108374384237,61.36,62.245,59.885,46.2
2025,BMW,"i4 xDrive40 Gran Coupe (19"" Wheels)",Compact,295,A1,B,22.6,22.1,22.4,2.5,2.5,2.5,431,10.0,4.464285714285714,4.424778761061947,4.524886877828054,66.08,66.67,65.19500000000001,43.1
2025,BMW,"i4 M50 xDrive Gran Coupe (19"" Wheels)",Compact,400,A1,B,22.6,21.9,22.3,2.5,2.5,2.5,430,10.0,4.484304932735426,4.424778761061947,4.566210045662101,89.2,90.4,87.6,43.0
2025,BMW,"i4 M50 xDrive Gran Coupe (20"" Wheels)",Compact,400,A1,B,26.3,26.1,26.2,2.9,2.9,2.9,365,10.0,3.816793893129771,3.802281368821293,3.8314176245210727,104.8,105.2,104.4,36.5
2025,BMW,"i5 xDrive40 Sedan (19"" Wheels)",Compact,290,A1,B,22.7,22.1,22.5,2.6,2.5,2.5,428,10.0,4.444444444444445,4.405286343612335,4.524886877828054,65.25,65.83,64.09,42.8
2025,BMW,"i5 xDrive40 Sedan (20"" Wheels)",Compact,290,A1,B,22.8,22.3,22.6,2.6,2.5,2.5,422,10.0,4.424778761061947,4.385964912280701,4.484304932735426,65.54,66.12,64.67,42.2
2025,BMW,"i5 xDrive40 Sedan (21"" Wheels)",Compact,290,A1,B,24.2,24.0,24.1,2.7,2.7,2.7,399,10.0,4.149377593360995,4.132231404958678,4.166666666666667,69.89000000000001,70.17999999999999,69.6,39.9
2025,BMW,"i5 M60 xDrive Sedan (19"" Wheels)",Compact,442,A1,B,23.7,22.9,23.3,2.7,2.6,2.6,407,10.0,4.291845493562231,4.219409282700422,4.366812227074236,102.986,104.754,101.21799999999999,40.7
2025,BMW,"i5 M60 xDrive Sedan (20"" Wheels)",Compact,442,A1,B,23.8,23.7,23.8,2.7,2.7,2.7,402,10.0,4.201680672268908,4.201680672268908,4.219409282700422,105.196,105.196,104.754,40.2
2025,BMW,"i5 M60 xDrive Sedan (21"" Wheels)",Compact,442,A1,B,25.1,24.7,24.9,2.8,2.8,2.8,385,10.0,4.016064257028113,3.98406374501992,4.048582995951417,110.05799999999999,110.94200000000001,109.174,38.5
2025,BMW,"i7 xDrive60 Sedan (19"" Wheels)",Full-size,400,A1,B,24.5,23.1,23.9,2.8,2.6,2.7,500,12.0,4.184100418410042,4.081632653061225,4.329004329004329,95.60000000000001,98.0,92.4,41.666666666666664
2025,BMW,"i7 xDrive60 Sedan (20"" Wheels)",Full-size,400,A1,B,26.0,24.5,25.3,2.9,2.8,2.8,476,12.0,3.952569169960474,3.8461538461538463,4.081632653061225,101.2,104.0,98.0,39.666666666666664
2025,BMW,"i7 xDrive60 Sedan (21"" Wheels)",Full-size,400,A1,B,24.6,23.4,24.1,2.8,2.6,2.7,496,12.0,4.149377593360995,4.0650406504065035,4.273504273504273,96.4,98.40000000000002,93.60000000000001,41.333333333333336
2025,BMW,"i7 M70 xDrive Sedan (20"" Wheels)",Full-size,485,A1,B,29.0,26.6,27.9,3.3,3.0,3.1,431,12.0,3.5842293906810037,3.4482758620689653,3.7593984962406015,135.315,140.65,129.01,35.916666666666664
2025,BMW,"i7 M70 xDrive Sedan (21"" Wheels)",Full-size,485,A1,B,27.2,25.3,26.4,3.1,2.8,3.0,459,12.0,3.787878787878788,3.6764705882352944,3.952569169960474,128.04,131.92,122.705,38.25
2025,BMW,"iX xDrive40 (20"" Wheels)",Sport utility vehicle: Standard,240,A1,B,24.2,24.7,24.4,2.7,2.8,2.7,349,9.0,4.0983606557377055,4.132231404958678,4.048582995951417,58.559999999999995,58.07999999999999,59.28,38.77777777777778
2025,BMW,"iX xDrive40 (21"" Wheels)",Sport utility vehicle: Standard,240,A1,B,24.9,25.7,25.3,2.8,2.9,2.8,340,9.0,3.952569169960474,4.016064257028113,3.8910505836575875,60.720000000000006,59.76,61.68,37.77777777777778
2025,BMW,"iX xDrive40 (22"" Wheels)",Sport utility vehicle: Standard,240,A1,B,23.5,24.5,24.0,2.6,2.8,2.7,352,9.0,4.166666666666667,4.25531914893617,4.081632653061225,57.599999999999994,56.4,58.8,39.111111111111114
2025,BMW,"iX xDrive50 (20"" Wheels)",Sport utility vehicle: Standard,385,A1,B,25.5,24.9,25.2,2.9,2.8,2.8,497,13.0,3.9682539682539684,3.9215686274509802,4.016064257028113,97.02,98.175,95.865,38.23076923076923
2025,BMW,"iX xDrive50 (21"" Wheels)",Sport utility vehicle: Standard,385,A1,B,25.7,25.9,25.8,2.9,2.9,2.9,488,13.0,3.875968992248062,3.8910505836575875,3.8610038610038613,99.33000000000001,98.94500000000001,99.71499999999999,37.53846153846154
2025,BMW,"iX xDrive50 (22"" Wheels)",Sport utility vehicle: Standard,385,A1,B,25.7,25.9,25.8,2.9,2.9,2.9,486,13.0,3.875968992248062,3.8910505836575875,3.8610038610038613,99.33000000000001,98.94500000000001,99.71499999999999,37.38461538461539
2025,BMW,"iX M60 (21"" Wheels)",Sport utility vehicle: Standard,397,A1,B,28.0,27.1,27.6,3.1,3.0,3.1,457,13.0,3.623188405797101,3.5714285714285716,3.6900369003690034,109.57200000000002,111.16,107.587,35.15384615384615
2025,BMW,"iX M60 (22"" Wheels)",Sport utility vehicle: Standard,397,A1,B,27.8,26.4,27.2,3.1,3.0,3.1,459,13.0,3.6764705882352944,3.597122302158273,3.787878787878788,107.984,110.366,104.80799999999999,35.30769230769231
2025,Cadillac,CELESTIQ,Station wagon: Mid-size,375,A1,B,24.8,27.3,25.9,2.8,3.1,2.9,488,8.0,3.8610038610038613,4.032258064516129,3.663003663003663,97.125,93.0,102.375,61.0
2025,Cadillac,LYRIQ (11.5 kW Charger),Sport utility vehicle: Small,255,A1,B,20.7,24.4,22.4,2.4,2.8,2.5,525,11.2,4.464285714285714,4.830917874396135,4.0983606557377055,57.12,52.785,62.21999999999999,46.875
2025,Cadillac,LYRIQ (19.2 kW Charger),Sport utility vehicle: Small,255,A1,B,20.7,24.4,22.4,2.4,2.8,2.5,525,7.0,4.464285714285714,4.830917874396135,4.0983606557377055,57.12,52.785,62.21999999999999,75.0
2025,Cadillac,LYRIQ AWD (11.5 kW Charger),Sport utility vehicle: Small,375,A1,B,21.2,26.0,23.6,2.4,3.0,2.7,513,11.2,4.23728813559322,4.716981132075472,3.8461538461538463,88.50000000000001,79.5,97.5,45.80357142857143
2025,Cadillac,LYRIQ AWD (19.2 kW Charger),Sport utility vehicle: Small,375,A1,B,22.6,27.2,24.7,2.5,3.1,2.7,488,7.0,4.048582995951417,4.424778761061947,3.6764705882352944,92.625,84.75,101.99999999999999,69.71428571428571
2025,Cadillac,OPTIQ (11.5 kW Charger),Sport utility vehicle: Standard,247,A1,B,18.8,22.3,20.4,2.1,2.5,2.3,486,9.5,4.901960784313726,5.319148936170213,4.484304932735426,50.388,46.436,55.081,51.1578947368421
2025,Cadillac,OPTIQ (19.2 kW Charger),Sport utility vehicle: Standard,247,A1,B,18.8,22.3,20.4,2.1,2.5,2.3,486,5.9,4.901960784313726,5.319148936170213,4.484304932735426,50.388,46.436,55.081,82.3728813559322
2025,Chevrolet,Blazer EV,Sport utility vehicle: Small,180,A1,B,18.4,22.1,20.1,2.1,2.5,2.3,502,9.5,4.975124378109452,5.434782608695652,4.524886877828054,36.18,33.12,39.78,52.8421052631579
2025,Chevrolet,"Blazer EV (22"" Wheels)",Sport utility vehicle: Small,180,A1,B,20.3,24.4,22.1,2.3,2.7,2.5,455,9.5,4.524886877828054,4.926108374384237,4.0983606557377055,39.78,36.54,43.919999999999995,47.89473684210526
2025,Chevrolet,Blazer EV RWD,Sport utility vehicle: Small,255,A1,B,19.8,24.6,22.0,2.2,2.8,2.5,538,11.2,4.545454545454546,5.05050505050505,4.0650406504065035,56.099999999999994,50.49,62.73000000000001,48.03571428571429
2025,Chevrolet,Blazer EV LT/RS AWD,Sport utility vehicle: Small,247,A1,B,20.5,24.1,22.1,2.3,2.7,2.5,455,9.5,4.524886877828054,4.878048780487805,4.149377593360995,54.587,50.635,59.52700000000001,47.89473684210526
2025,Chevrolet,Blazer EV SS AWD,Sport utility vehicle: Small,375,A1,B,22.7,27.1,24.7,2.5,3.0,2.8,488,11.2,4.048582995951417,4.405286343612335,3.6900369003690034,92.625,85.12499999999999,101.625,43.57142857142858
2025,Chevrolet,Equinox EV,Sport utility vehicle: Small,180,A1,B,18.0,21.2,19.4,2.0,2.4,2.2,513,9.5,5.154639175257732,5.555555555555555,4.716981132075472,34.919999999999995,32.4,38.16,54.0
2025,Chevrolet,Equinox EV AWD (11.5 kW Charger),Sport utility vehicle: Small,247,A1,B,18.8,22.1,20.3,2.1,2.5,2.3,494,9.5,4.926108374384237,5.319148936170213,4.524886877828054,50.141,46.436,54.587,52.0
2025,Chevrolet,Equinox EV AWD (19.2 kW Charger),Sport utility vehicle: Small,247,A1,B,20.3,23.8,21.9,2.3,2.7,2.4,463,5.9,4.566210045662101,4.926108374384237,4.201680672268908,54.092999999999996,50.141,58.785999999999994,78.47457627118644
2025,Chevrolet,Silverado EV LT Ext Range (11.5 kW Charger),Pickup truck: Standard,377,A1,B,28.4,34.2,31.0,3.2,3.8,3.5,657,18.6,3.225806451612903,3.5211267605633805,2.923976608187134,116.87,107.068,128.93400000000003,35.32258064516129
2025,Chevrolet,Silverado EV LT/RST Ext Range (19.2 kW Charger),Pickup truck: Standard,377,A1,B,30.0,35.6,32.5,3.4,4.0,3.7,628,11.5,3.076923076923077,3.3333333333333335,2.8089887640449436,122.52499999999999,113.1,134.21200000000002,54.608695652173914
2025,Chevrolet,Silverado EV WT Std Range,Pickup truck: Standard,377,A1,B,28.7,35.1,31.6,3.2,3.9,3.5,454,13.3,3.1645569620253164,3.4843205574912894,2.849002849002849,119.132,108.199,132.327,34.13533834586466
2025,Chevrolet,Silverado EV WT Ext Range (11.5 kW Charger),Pickup truck: Standard,377,A1,B,27.2,33.4,30.0,3.1,3.8,3.4,679,18.6,3.3333333333333335,3.6764705882352944,2.9940119760479043,113.1,102.544,125.91799999999999,36.50537634408602
2025,Chevrolet,Silverado EV WT Ext Range (19.2 kW Charger),Pickup truck: Standard,377,A1,B,27.2,33.4,30.0,3.1,3.8,3.4,679,11.5,3.3333333333333335,3.6764705882352944,2.9940119760479043,113.1,102.544,125.91799999999999,59.04347826086956
2025,Chevrolet,Silverado EV WT Max Range (19.2 kW Charger),Pickup truck: Standard,377,A1,B,28.5,34.1,31.0,3.2,3.8,3.5,792,13.3,3.225806451612903,3.508771929824561,2.932551319648094,116.87,107.44500000000001,128.557,59.54887218045113
2025,Dodge,"Charger Daytona R/T AWD 2Dr (18"" Nexen Tire)",Full-size,370,A1,B,22.7,25.8,24.1,2.5,2.9,2.7,441,10.0,4.149377593360995,4.405286343612335,3.875968992248062,89.17000000000002,83.99,95.46000000000001,44.1
2025,Dodge,"Charger Daytona R/T AWD 2Dr (20"" Nexen Tire)",Full-size,370,A1,B,20.2,23.0,21.5,2.3,2.6,2.4,496,10.0,4.651162790697675,4.9504950495049505,4.3478260869565215,79.55,74.74,85.10000000000001,49.6
2025,Dodge,"Charger Daytona R/T AWD 2Dr (20"" Goodyear Tire)",Full-size,370,A1,B,23.2,26.4,24.6,2.6,3.0,2.8,431,10.0,4.0650406504065035,4.310344827586207,3.787878787878788,91.02000000000001,85.83999999999999,97.67999999999999,43.1
2025,Dodge,Charger Daytona Scat Pack Trk Pack AWD 2Dr AS Tire,Full-size,500,A1,B,25.4,28.8,27.0,2.9,3.2,3.0,388,10.0,3.7037037037037037,3.937007874015748,3.4722222222222223,135.0,127.0,144.0,38.8
2025,Dodge,Charger Daytona Scat Pack Trk Pack AWD 2Dr 3S Tire,Full-size,500,A1,B,28.2,32.0,29.9,3.2,3.6,3.4,348,10.0,3.3444816053511706,3.546099290780142,3.125,149.5,141.0,160.0,34.8
2025,FIAT,500e,Minicompact,87,A1,B,17.4,20.9,19.0,2.0,2.4,2.1,227,6.2,5.2631578947368425,5.74712643678161,4.784688995215311,16.529999999999998,15.137999999999998,18.183,36.61290322580645
2025,Ford,F-150 Lightning Standard Range,Pickup truck: Standard,318,A1,B,27.5,34.5,30.6,3.1,3.9,3.4,386,11.9,3.2679738562091503,3.6363636363636362,2.898550724637681,97.308,87.45,109.71,32.436974789915965
2025,Ford,F-150 Lightning Extended Range (123 kWh),Pickup truck: Standard,420,A1,B,26.6,32.3,29.2,3.0,3.6,3.3,483,13.7,3.4246575342465753,3.7593984962406015,3.0959752321981426,122.64,111.72,135.66,35.25547445255474
2025,Ford,F-150 Lightning Extended Range (131 kWh),Pickup truck: Standard,420,A1,B,26.9,33.3,29.8,3.0,3.7,3.3,515,14.6,3.3557046979865772,3.717472118959108,3.0030030030030033,125.16,112.98,139.85999999999999,35.273972602739725
2025,Ford,F-150 Lightning Platinum,Pickup truck: Standard,420,A1,B,28.7,35.0,31.5,3.2,3.9,3.5,483,14.6,3.1746031746031744,3.4843205574912894,2.857142857142857,132.3,120.53999999999999,147.0,33.082191780821915
2025,Ford,F-150 Lightning PRO Extended Range (131 kWh),Pickup truck: Standard,420,A1,B,26.9,33.3,29.8,3.0,3.7,3.3,515,10.1,3.3557046979865772,3.717472118959108,3.0030030030030033,125.16,112.98,139.85999999999999,50.990099009900995
2025,Ford,Mustang Mach-E Standard Range,Sport utility vehicle: Small,197,A1,B,19.4,21.0,20.1,2.2,2.4,2.3,415,7.8,4.975124378109452,5.154639175257732,4.761904761904762,39.597,38.217999999999996,41.37,53.205128205128204
