Model year,Make,Model,Vehicle class,Motor (kW),Transmission,Fuel type,City (kWh/100 km),Highway (kWh/100 km),Combined (kWh/100 km),City (Le/100 km),Highway (Le/100 km),Combined (Le/100 km),Range (km),Recharge time (h),Energy Efficiency (km/kWh),City Efficiency (km/kWh),Highway Efficiency (km/kWh),power_efficiency_ratio,City_power_efficiency_ratio,Highway_power_efficiency_ratio,charging_speed
2023,Cadillac,LYRIQ,Sport utility vehicle: Small,254,A1,B,21.6,25.6,23.4,2.4,2.9,2.6,502,6.5,4.273504273504273,4.62962962962963,3.90625,59.436,54.864,65.024,77.23076923076923
2023,Cadillac,LYRIQ AWD,Sport utility vehicle: Small,373,A1,B,21.8,25.8,23.6,2.4,2.9,2.7,494,10.7,4.23728813559322,4.587155963302752,3.875968992248062,88.02800000000002,81.314,96.23400000000001,46.16822429906542
2023,Chevrolet,Bolt EUV,Station wagon: Small,150,A1,B,16.8,20.1,18.3,1.9,2.3,2.1,397,7.5,5.46448087431694,5.9523809523809526,4.975124378109452,27.45,25.2,30.150000000000002,52.93333333333333
2023,Chevrolet,Bolt EV,Station wagon: Small,150,A1,B,16.0,19.2,17.5,1.8,2.2,2.0,417,7.5,5.714285714285714,6.25,5.208333333333334,26.25,24.0,28.799999999999997,55.6
2023,Fisker,Ocean Extreme/One,Sport utility vehicle: Standard,350,A1,B,21.2,24.9,22.9,2.4,2.8,2.6,579,18.0,4.366812227074236,4.716981132075472,4.016064257028113,80.14999999999999,74.19999999999999,87.14999999999999,32.166666666666664
2023,Fisker,Ocean Ultra,Sport utility vehicle: Standard,350,A1,B,21.8,25.6,23.5,2.5,2.9,2.6,563,18.0,4.25531914893617,4.587155963302752,3.90625,82.25,76.3,89.6,31.27777777777778
2023,Ford,F-150 Lightning Standard Range,Pickup truck: Standard,318,A1,B,27.5,34.4,30.6,3.1,3.9,3.4,386,11.9,3.2679738562091503,3.6363636363636362,2.906976744186047,97.308,87.45,109.392,32.436974789915965
2023,Ford,F-150 Lightning Extended Range,Pickup truck: Standard,420,A1,B,26.9,33.3,29.8,3.0,3.7,3.3,515,10.1,3.3557046979865772,3.717472118959108,3.0030030030030033,125.16,112.98,139.85999999999999,50.990099009900995
2023,Ford,F-150 Lightning Platinum,Pickup truck: Standard,420,A1,B,28.7,35.0,31.5,3.2,3.9,3.5,483,9.3,3.1746031746031744,3.4843205574912894,2.857142857142857,132.3,120.53999999999999,147.0,51.93548387096774
2023,Ford,Mustang Mach-E Standard Range,Sport utility vehicle: Small,198,A1,B,19.0,21.9,20.3,2.1,2.5,2.3,397,8.1,4.926108374384237,5.2631578947368425,4.566210045662101,40.193999999999996,37.62,43.361999999999995,49.01234567901235
2023,Ford,Mustang Mach-E Standard Range (LFP),Sport utility vehicle: Small,198,A1,B,19.6,22.0,20.7,2.2,2.5,2.3,402,7.4,4.830917874396135,5.1020408163265305,4.545454545454546,40.986,38.808,43.559999999999995,54.32432432432432
2023,Ford,Mustang Mach-E Standard Range AWD,Sport utility vehicle: Small,198,A1,B,21.1,24.3,22.6,2.4,2.7,2.5,360,8.0,4.424778761061947,4.739336492890995,4.11522633744856,44.748000000000005,41.778,48.114000000000004,45.0
2023,Ford,Mustang Mach-E Standard Range AWD (LFP),Sport utility vehicle: Small,232,A1,B,21.5,24.0,22.6,2.4,2.7,2.5,370,7.4,4.424778761061947,4.651162790697675,4.166666666666667,52.432,49.879999999999995,55.67999999999999,50.0
2023,Ford,Mustang Mach-E Extended Range,Sport utility vehicle: Small,216,A1,B,19.9,22.7,21.1,2.2,2.5,2.4,500,10.2,4.739336492890995,5.025125628140704,4.405286343612335,45.576,42.983999999999995,49.032,49.01960784313726
2023,Ford,Mustang Mach-E Extended Range AWD,Sport utility vehicle: Small,258,A1,B,21.5,24.5,22.9,2.4,2.8,2.6,467,10.0,4.366812227074236,4.651162790697675,4.081632653061225,59.081999999999994,55.47,63.21,46.7
2023,Ford,Mustang Mach-E California Route 1 AWD,Sport utility vehicle: Small,258,A1,B,20.0,22.9,21.3,2.3,2.6,2.4,502,10.1,4.694835680751174,5.0,4.366812227074236,54.95399999999999,51.6,59.081999999999994,49.70297029702971
2023,Ford,Mustang Mach-E GT Performance Edition,Sport utility vehicle: Small,358,A1,B,23.8,27.8,25.6,2.7,3.1,2.9,418,10.1,3.90625,4.201680672268908,3.597122302158273,91.648,85.204,99.524,41.38613861386139
2023,Genesis,Electrified G80,Full-size,272,A1,B,19.9,23.6,21.7,2.2,2.6,2.4,454,9.0,4.6082949308755765,5.025125628140704,4.23728813559322,59.023999999999994,54.12799999999999,64.19200000000001,50.44444444444444
2023,Genesis,GV60 Advanced AWD,Full-size,234,A1,B,20.3,24.2,22.1,2.3,2.7,2.5,399,7.2,4.524886877828054,4.926108374384237,4.132231404958678,51.714,47.501999999999995,56.62799999999999,55.416666666666664
2023,Genesis,GV60 Performance AWD,Full-size,320,A1,B,21.7,25.5,23.0,2.4,2.9,2.6,378,7.2,4.3478260869565215,4.6082949308755765,3.9215686274509802,73.60000000000001,69.44,81.60000000000001,52.5
2023,Genesis,Electrified GV70,Sport utility vehicle: Small,320,A1,B,21.3,25.1,23.0,2.4,2.8,2.6,383,7.9,4.3478260869565215,4.694835680751174,3.98406374501992,73.60000000000001,68.16,80.32000000000001,48.48101265822785
2023,Hyundai,IONIQ 5 Standard Range,Full-size,125,A1,B,16.2,22.4,19.3,1.9,2.5,2.1,354,6.3,5.181347150259067,6.172839506172839,4.464285714285714,24.125,20.25,28.0,56.19047619047619
2023,Hyundai,IONIQ 5 Long Range,Full-size,168,A1,B,15.5,21.7,18.6,1.8,2.4,2.1,488,8.5,5.376344086021505,6.451612903225806,4.6082949308755765,31.248,26.040000000000003,36.455999999999996,57.411764705882355
2023,Hyundai,IONIQ 5 Long Range AWD,Full-size,239,A1,B,18.9,23.5,21.0,2.1,2.6,2.4,422,8.5,4.761904761904762,5.291005291005291,4.25531914893617,50.19,45.171,56.165,49.64705882352941
2023,Hyundai,IONIQ 6 Standard Range,Mid-size,111,A1,B,13.7,17.4,15.5,1.6,2.0,1.7,386,6.1,6.451612903225806,7.299270072992701,5.74712643678161,17.205000000000002,15.207,19.313999999999997,63.278688524590166
2023,Hyundai,IONIQ 6 Long Range (18'' Wheels),Mid-size,168,A1,B,13.7,16.2,14.9,1.5,1.9,1.7,581,7.5,6.7114093959731544,7.299270072992701,6.172839506172839,25.032,23.016000000000002,27.216,77.46666666666667
2023,Hyundai,IONIQ 6 Long Range AWD (18'' Wheels),Mid-size,239,A1,B,16.2,18.6,17.4,1.8,2.1,1.9,509,7.5,5.74712643678161,6.172839506172839,5.376344086021505,41.586,38.718,44.454,67.86666666666666
2023,Hyundai,IONIQ 6 Long Range AWD (20'' Wheels),Mid-size,239,A1,B,18.8,22.4,20.5,2.1,2.5,2.3,435,7.5,4.878048780487805,5.319148936170213,4.464285714285714,48.995000000000005,44.932,53.536,58.0
2023,Hyundai,Kona Electric,Sport utility vehicle: Small,150,A1,B,15.5,19.9,17.4,1.8,2.2,2.0,415,9.5,5.74712643678161,6.451612903225806,5.025125628140704,26.099999999999998,23.25,29.849999999999998,43.68421052631579
2023,Jaguar,I-PACE,Sport utility vehicle: Small,294,A1,B,24.5,26.7,25.5,2.7,3.0,2.9,381,13.0,3.9215686274509802,4.081632653061225,3.7453183520599254,74.97,72.03,78.49799999999999,29.307692307692307
2023,Kia,EV6 Standard Range,Station wagon: Small,125,A1,B,15.5,21.1,18.0,1.7,2.4,2.0,373,6.3,5.555555555555555,6.451612903225806,4.739336492890995,22.5,19.375,26.375,59.20634920634921
2023,Kia,EV6 Long Range,Station wagon: Small,168,A1,B,15.5,20.5,18.0,1.8,2.3,2.0,499,8.7,5.555555555555555,6.451612903225806,4.878048780487805,30.240000000000002,26.040000000000003,34.44,57.356321839080465
2023,Kia,"EV6 Long Range AWD (19"" Wheels)",Station wagon: Small,239,A1,B,17.5,21.5,19.3,2.0,2.4,2.2,454,8.4,5.181347150259067,5.714285714285714,4.651162790697675,46.127,41.824999999999996,51.385,54.047619047619044
2023,Kia,"EV6 Long Range AWD (20"" Wheels)",Station wagon: Small,239,A1,B,19.9,24.2,21.7,2.2,2.7,2.5,406,8.4,4.6082949308755765,5.025125628140704,4.132231404958678,51.86299999999999,47.56099999999999,57.837999999999994,48.33333333333333
2023,Kia,EV6 GT AWD,Station wagon: Small,430,A1,B,24.7,28.4,26.4,2.8,3.2,3.0,332,8.9,3.787878787878788,4.048582995951417,3.5211267605633805,113.52,106.21,122.11999999999999,37.30337078651685
2023,Kia,Niro EV,Station wagon: Small,150,A1,B,16.8,20.5,18.6,1.9,2.3,2.1,407,7.5,5.376344086021505,5.9523809523809526,4.878048780487805,27.900000000000002,25.2,30.75,54.266666666666666
2023,Kia,Soul EV (120 Ah),Station wagon: Small,150,A1,B,15.6,20.4,17.8,1.8,2.3,2.0,248,6.0,5.617977528089887,6.410256410256411,4.901960784313726,26.700000000000003,23.4,30.599999999999998,41.333333333333336
2023,Kia,Soul EV (180 Ah),Station wagon: Small,150,A1,B,16.9,21.0,18.7,1.9,2.4,2.1,383,9.5,5.347593582887701,5.91715976331361,4.761904761904762,28.05,25.349999999999998,31.5,40.31578947368421
2023,Lexus,"RZ 450e AWD (18"" Wheels)",Sport utility vehicle: Small,230,A1,B,18.1,21.4,19.6,2.0,2.4,2.2,354,10.0,5.1020408163265305,5.524861878453038,4.672897196261682,45.08,41.63,49.22,35.4
2023,Lexus,"RZ 450e AWD (20"" Wheels)",Sport utility vehicle: Small,230,A1,B,20.3,24.1,22.4,2.3,2.7,2.5,315,10.0,4.464285714285714,4.926108374384237,4.149377593360995,51.519999999999996,46.69,55.43000000000001,31.5
2023,Lucid,"Air Grand Touring XR (19"" Wheels)",Full-size,611,A1,B,16.1,15.8,16.0,1.8,1.8,1.8,830,13.0,6.25,6.211180124223602,6.329113924050633,97.76,98.37100000000001,96.538,63.84615384615385
2023,Lucid,"Air Grand Touring XR (20"" Wheels)",Full-size,611,A1,B,17.4,17.1,17.3,2.0,1.9,1.9,755,13.0,5.780346820809248,5.74712643678161,5.847953216374268,105.70300000000002,106.314,104.48100000000001,58.07692307692308
2023,Lucid,"Air Grand Touring XR (21"" Wheels)",Full-size,611,A1,B,17.4,17.1,17.3,2.0,1.9,1.9,755,13.0,5.780346820809248,5.74712643678161,5.847953216374268,105.70300000000002,106.314,104.48100000000001,58.07692307692308
2023,Lucid,"Air Grand Touring Performance (21"" Wheels)",Full-size,783,A1,B,19.0,18.8,18.9,2.1,2.1,2.1,718,13.0,5.291005291005291,5.2631578947368425,5.319148936170213,147.987,148.76999999999998,147.204,55.23076923076923
2023,Lucid,"Air Pure (19"" Wheels)",Full-size,358,A1,B,14.9,14.9,14.9,1.7,1.7,1.7,660,10.0,6.7114093959731544,6.7114093959731544,6.7114093959731544,53.342,53.342,53.342,66.0
2023,Lucid,"Air Pure (20"" Wheels)",Full-size,358,A1,B,17.2,17.4,17.3,1.9,2.0,1.9,618,10.0,5.780346820809248,5.813953488372094,5.74712643678161,61.934000000000005,61.57599999999999,62.291999999999994,61.8
2023,Lucid,"Air Touring (19"" Wheels)",Full-size,462,A1,B,14.9,14.9,14.9,1.7,1.7,1.7,684,10.0,6.7114093959731544,6.7114093959731544,6.7114093959731544,68.838,68.838,68.838,68.4
2023,Lucid,"Air Touring (20"" Wheels)",Full-size,462,A1,B,17.2,17.4,17.3,1.9,2.0,1.9,618,10.0,5.780346820809248,5.813953488372094,5.74712643678161,79.92600000000002,79.464,80.38799999999999,61.8
2023,Lucid,"Air Touring (21"" Wheels)",Full-size,462,A1,B,17.2,17.4,17.3,1.9,2.0,1.9,618,10.0,5.780346820809248,5.813953488372094,5.74712643678161,79.92600000000002,79.464,80.38799999999999,61.8
2023,Mazda,MX-30,Mid-size,107,A1,B,21.4,24.6,22.8,2.4,2.8,2.6,161,5.3,4.385964912280701,4.672897196261682,4.0650406504065035,24.396000000000004,22.898,26.322000000000003,30.37735849056604
2023,Mercedes-Benz,AMG EQE 4MATIC+ Sedan,Mid-size,460,A1,B,28.1,28.5,28.3,3.2,3.2,3.2,362,9.5,3.5335689045936394,3.558718861209964,3.508771929824561,130.18,129.26000000000002,131.1,38.10526315789474
2023,Mercedes-Benz,AMG EQS 4MATIC+ Sedan,Full-size,484,A1,B,28.4,27.4,27.9,3.2,3.1,3.1,446,11.25,3.5842293906810037,3.5211267605633805,3.6496350364963503,135.036,137.456,132.616,39.644444444444446
2023,Mercedes-Benz,EQB 250+,Sport utility vehicle: Small,140,A1,B,18.5,21.6,19.9,2.1,2.4,2.2,394,7.75,5.025125628140704,5.405405405405405,4.62962962962963,27.859999999999996,25.900000000000002,30.24,50.83870967741935
2023,Mercedes-Benz,EQB 350 4MATIC SUV,Sport utility vehicle: Small,215,A1,B,21.4,22.0,21.7,2.4,2.5,2.4,356,6.25,4.6082949308755765,4.672897196261682,4.545454545454546,46.654999999999994,46.01,47.3,56.96
2023,Mercedes-Benz,EQE 350 4MATIC Sedan,Mid-size,215,A1,B,24.2,24.2,24.2,2.7,2.7,2.7,418,8.25,4.132231404958678,4.132231404958678,4.132231404958678,52.029999999999994,52.029999999999994,52.029999999999994,50.666666666666664
2023,Mercedes-Benz,EQE 350 4MATIC SUV,Sport utility vehicle: Standard,215,A1,B,25.4,26.4,25.9,2.9,3.0,2.9,407,9.5,3.8610038610038613,3.937007874015748,3.787878787878788,55.684999999999995,54.61,56.76,42.8421052631579
2023,Mercedes-Benz,EQE 500 4MATIC Sedan,Mid-size,300,A1,B,25.0,25.5,25.2,2.8,2.9,2.8,418,9.5,3.9682539682539684,4.0,3.9215686274509802,75.6,75.0,76.5,44.0
2023,Mercedes-Benz,EQE 500 4MATIC SUV,Sport utility vehicle: Standard,300,A1,B,23.0,24.5,23.7,2.6,2.7,2.7,433,9.5,4.219409282700422,4.3478260869565215,4.081632653061225,71.1,69.0,73.5,45.578947368421055
2023,Mercedes-Benz,EQS 450 4MATIC Sedan,Full-size,265,A1,B,20.7,19.9,20.3,2.3,2.2,2.3,547,11.5,4.926108374384237,4.830917874396135,5.025125628140704,53.794999999999995,54.855,52.73499999999999,47.56521739130435
2023,Mercedes-Benz,EQS 450 4MATIC SUV,Sport utility vehicle: Standard,265,A1,B,26.7,27.3,26.7,3.0,3.1,3.0,459,11.5,3.7453183520599254,3.7453183520599254,3.663003663003663,70.755,70.755,72.345,39.91304347826087
2023,Mercedes-Benz,EQS 580 4MATIC Sedan,Full-size,385,A1,B,23.3,22.7,23.0,2.6,2.5,2.6,547,11.25,4.3478260869565215,4.291845493562231,4.405286343612335,88.55000000000001,89.70500000000001,87.395,48.62222222222222
2023,Mercedes-Benz,EQS 580 4MATIC SUV,Sport utility vehicle: Standard,400,A1,B,26.1,28.0,27.3,3.0,3.2,3.1,459,11.5,3.663003663003663,3.8314176245210727,3.5714285714285716,109.2,104.4,112.0,39.91304347826087
2023,MINI,Cooper SE 3 Door,Subcompact,135,A1,B,17.6,20.9,19.1,2.0,2.3,2.1,183,4.0,5.2356020942408374,5.681818181818182,4.784688995215311,25.785,23.76,28.215,45.75
2023,Polestar,2 Single Motor,Mid-size,170,A1,B,18.5,20.9,19.6,2.1,2.3,2.2,435,8.0,5.1020408163265305,5.405405405405405,4.784688995215311,33.32,31.45,35.53,54.375
2023,Polestar,2 Dual Motor,Mid-size,300,A1,B,20.0,21.9,20.9,2.3,2.5,2.3,418,8.0,4.784688995215311,5.0,4.566210045662101,62.699999999999996,60.0,65.7,52.25
2023,Polestar,2 Dual Motor Performance Pack,Mid-size,350,A1,B,20.0,21.9,20.9,2.3,2.5,2.3,418,8.0,4.784688995215311,5.0,4.566210045662101,73.14999999999999,70.0,76.64999999999999,52.25
2023,Polestar,2 BST Edition,Mid-size,350,A1,B,21.3,23.1,22.1,2.4,2.6,2.5,397,8.0,4.524886877828054,4.694835680751174,4.329004329004329,77.35000000000001,74.55,80.85,49.625
2023,Porsche,Taycan 4S (Performance Battery),Compact,320,A2,B,25.5,25.5,25.5,2.9,2.9,2.9,332,9.5,3.9215686274509802,3.9215686274509802,3.9215686274509802,81.60000000000001,81.60000000000001,81.60000000000001,34.94736842105263
2023,Porsche,Taycan 4S (Performance Battery Plus),Compact,360,A2,B,26.5,26.0,26.3,3.0,2.9,3.0,378,10.5,3.802281368821293,3.7735849056603774,3.8461538461538463,94.67999999999999,95.4,93.6,36.0
2023,Porsche,Taycan 4S Cross Turismo,Mid-size,360,A2,B,26.7,26.7,26.7,3.0,3.0,3.0,370,10.5,3.7453183520599254,3.7453183520599254,3.7453183520599254,96.11999999999999,96.11999999999999,96.11999999999999,35.23809523809524
2023,Porsche,Taycan GTS,Compact,380,A2,B,25.1,25.5,25.3,2.8,2.9,2.8,396,10.5,3.952569169960474,3.98406374501992,3.9215686274509802,96.14,95.38000000000001,96.9,37.714285714285715
2023,Porsche,Taycan GTS Sport Turismo,Compact,380,A2,B,26.1,26.2,26.2,2.9,2.9,2.9,322,10.5,3.816793893129771,3.8314176245210727,3.816793893129771,99.56,99.18,99.56,30.666666666666668
2023,Porsche,Taycan Turbo,Compact,460,A2,B,25.7,26.3,26.0,2.9,3.0,2.9,383,10.5,3.8461538461538463,3.8910505836575875,3.802281368821293,119.6,118.22,120.98,36.476190476190474
2023,Porsche,Taycan Turbo Cross Turismo,Mid-size,460,A2,B,26.1,27.0,26.5,2.9,3.0,3.0,375,10.5,3.7735849056603774,3.8314176245210727,3.7037037037037037,121.89999999999999,120.06,124.2,35.714285714285715
2023,Porsche,Taycan Turbo S,Compact,460,A2,B,27.3,28.6,28.0,3.1,3.2,3.1,357,10.5,3.5714285714285716,3.663003663003663,3.4965034965034962,128.79999999999998,125.58,131.56,34.0
2023,Porsche,Taycan Turbo S Cross Turismo,Mid-size,460,A2,B,27.3,28.6,28.0,3.1,3.2,3.1,357,10.5,3.5714285714285716,3.663003663003663,3.4965034965034962,128.79999999999998,125.58,131.56,34.0
2023,Rivian,"R1S (20"" Wheels)",Sport utility vehicle: Standard,650,A1,B,30.5,35.1,32.5,3.4,3.9,3.7,465,13.0,3.076923076923077,3.278688524590164,2.849002849002849,211.25,198.25,228.15,35.76923076923077
2023,Rivian,"R1S (20"" Wheels) All-Terrain",Sport utility vehicle: Standard,650,A1,B,32.0,35.0,33.4,3.6,3.9,3.7,441,13.0,2.9940119760479043,3.125,2.857142857142857,217.1,208.0,227.5,33.92307692307692
2023,Rivian,"R1S (20"" Wheels) AT Dual Large",Sport utility vehicle: Standard,418,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,13.0,3.2679738562091503,3.4482758620689653,3.076923076923077,127.908,121.22000000000001,135.85,38.0
2023,Rivian,"R1S (20"" Wheels) AT Performance Dual Large",Sport utility vehicle: Standard,496,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,13.0,3.2679738562091503,3.4482758620689653,3.076923076923077,151.776,143.84,161.2,38.0
2023,Rivian,"R1S (20"" Wheels) AT Dual Max",Sport utility vehicle: Standard,418,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,13.0,3.4843205574912894,3.7453183520599254,3.215434083601286,119.966,111.606,129.99800000000002,43.92307692307692
2023,Rivian,"R1S (20"" Wheels) AT Performance Dual Max",Sport utility vehicle: Standard,496,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,13.0,3.4843205574912894,3.7453183520599254,3.215434083601286,142.352,132.432,154.256,43.92307692307692
2023,Rivian,"R1S (21"" Wheels)",Sport utility vehicle: Standard,650,A1,B,27.8,31.5,29.5,3.1,3.5,3.3,517,13.0,3.389830508474576,3.597122302158273,3.1746031746031744,191.75,180.70000000000002,204.75,39.76923076923077
2023,Rivian,"R1S (21"" Wheels) Dual Large",Sport utility vehicle: Standard,418,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,13.0,3.717472118959108,3.90625,3.5211267605633805,112.44200000000001,107.008,118.71199999999999,43.53846153846154
2023,Rivian,"R1S (21"" Wheels) Performance Dual Large",Sport utility vehicle: Standard,496,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,13.0,3.717472118959108,3.90625,3.5211267605633805,133.424,126.976,140.864,43.53846153846154
2023,Rivian,"R1S (21"" Wheels) Dual Max",Sport utility vehicle: Standard,418,A1,B,23.5,27.7,25.4,2.6,3.1,2.9,644,13.0,3.937007874015748,4.25531914893617,3.6101083032490977,106.172,98.23,115.78599999999999,49.53846153846154
2023,Rivian,"R1S (21"" Wheels) Performance Dual Max",Sport utility vehicle: Standard,496,A1,B,23.5,27.7,25.4,2.6,3.1,2.9,644,13.0,3.937007874015748,4.25531914893617,3.6101083032490977,125.984,116.56,137.392,49.53846153846154
2023,Rivian,"R1S (22"" Wheels)",Sport utility vehicle: Standard,650,A1,B,28.7,33.1,30.7,3.2,3.7,3.4,488,13.0,3.257328990228013,3.4843205574912894,3.021148036253776,199.54999999999998,186.54999999999998,215.15000000000003,37.53846153846154
2023,Rivian,"R1S (22"" Wheels) Dual Large",Sport utility vehicle: Standard,418,A1,B,26.3,29.6,27.8,3.0,3.3,3.1,549,13.0,3.597122302158273,3.802281368821293,3.378378378378378,116.20400000000001,109.934,123.72800000000001,42.23076923076923
2023,Rivian,"R1S (22"" Wheels) Performance Dual Large",Sport utility vehicle: Standard,496,A1,B,26.3,29.6,27.8,3.0,3.3,3.1,549,13.0,3.597122302158273,3.802281368821293,3.378378378378378,137.888,130.448,146.816,42.23076923076923
2023,Rivian,"R1S (22"" Wheels) Dual Max",Sport utility vehicle: Standard,418,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,13.0,3.717472118959108,4.0,3.41296928327645,112.44200000000001,104.5,122.474,47.07692307692308
2023,Rivian,"R1S (22"" Wheels) Performance Dual Max",Sport utility vehicle: Standard,496,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,13.0,3.717472118959108,4.0,3.41296928327645,133.424,124.0,145.328,47.07692307692308
2023,Rivian,"R1T (20"" Wheels)",Pickup truck: Standard,650,A1,B,30.5,35.1,32.5,3.4,3.9,3.7,465,13.0,3.076923076923077,3.278688524590164,2.849002849002849,211.25,198.25,228.15,35.76923076923077
2023,Rivian,"R1T (20"" Wheels) All-Terrain",Pickup truck: Standard,650,A1,B,32.0,35.0,33.4,3.6,3.9,3.7,441,13.0,2.9940119760479043,3.125,2.857142857142857,217.1,208.0,227.5,33.92307692307692
2023,Rivian,"R1T (20"" Wheels) AT Dual Large",Pickup truck: Standard,418,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,13.0,3.2679738562091503,3.4482758620689653,3.076923076923077,127.908,121.22000000000001,135.85,38.0
2023,Rivian,"R1T (20"" Wheels) AT Performance Dual Large",Pickup truck: Standard,496,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,13.0,3.2679738562091503,3.4482758620689653,3.076923076923077,151.776,143.84,161.2,38.0
2023,Rivian,"R1T (20"" Wheels) AT Dual Max",Pickup truck: Standard,418,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,13.0,3.4843205574912894,3.7453183520599254,3.215434083601286,119.966,111.606,129.99800000000002,43.92307692307692
2023,Rivian,"R1T (20"" Wheels) AT Performance Dual Max",Pickup truck: Standard,496,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,13.0,3.4843205574912894,3.7453183520599254,3.215434083601286,142.352,132.432,154.256,43.92307692307692
2023,Rivian,"R1T (21"" Wheels)",Pickup truck: Standard,650,A1,B,27.4,30.2,28.7,3.1,3.4,3.2,528,13.0,3.4843205574912894,3.6496350364963503,3.3112582781456954,186.54999999999998,178.1,196.3,40.61538461538461
2023,Rivian,"R1T (21"" Wheels) Dual Large",Pickup truck: Standard,418,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,13.0,3.717472118959108,3.90625,3.5211267605633805,112.44200000000001,107.008,118.71199999999999,43.53846153846154
2023,Rivian,"R1T (21"" Wheels) Performance Dual Large",Pickup truck: Standard,496,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,13.0,3.717472118959108,3.90625,3.5211267605633805,133.424,126.976,140.864,43.53846153846154
2023,Rivian,"R1T (21"" Wheels) Dual Max",Pickup truck: Standard,418,A1,B,23.0,27.0,24.8,2.6,3.0,2.8,661,13.0,4.032258064516129,4.3478260869565215,3.7037037037037037,103.664,96.14,112.86,50.84615384615385
2023,Rivian,"R1T (21"" Wheels) Performance Dual Max",Pickup truck: Standard,496,A1,B,23.0,27.0,24.8,2.6,3.0,2.8,661,13.0,4.032258064516129,4.3478260869565215,3.7037037037037037,123.008,114.08000000000001,133.92,50.84615384615385
2023,Rivian,"R1T (22"" Wheels)",Pickup truck: Standard,650,A1,B,28.7,33.1,30.7,3.2,3.7,3.4,488,13.0,3.257328990228013,3.4843205574912894,3.021148036253776,199.54999999999998,186.54999999999998,215.15000000000003,37.53846153846154
2023,Rivian,"R1T (22"" Wheels) Dual Large",Pickup truck: Standard,418,A1,B,26.1,29.5,27.6,2.9,3.3,3.1,549,13.0,3.623188405797101,3.8314176245210727,3.389830508474576,115.36800000000001,109.098,123.31,42.23076923076923
2023,Rivian,"R1T (22"" Wheels) Performance Dual Large",Pickup truck: Standard,496,A1,B,26.1,29.5,27.6,2.9,3.3,3.1,549,13.0,3.623188405797101,3.8314176245210727,3.389830508474576,136.89600000000002,129.456,146.32,42.23076923076923
2023,Rivian,"R1T (22"" Wheels) Dual Max",Pickup truck: Standard,418,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,13.0,3.717472118959108,4.0,3.41296928327645,112.44200000000001,104.5,122.474,47.07692307692308
2023,Rivian,"R1T (22"" Wheels) Performance Dual Max",Pickup truck: Standard,496,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,13.0,3.717472118959108,4.0,3.41296928327645,133.424,124.0,145.328,47.07692307692308
2023,Subaru,Solterra AWD,Sport utility vehicle: Small,160,A1,B,18.6,22.4,20.3,2.1,2.5,2.3,360,11.0,4.926108374384237,5.376344086021505,4.464285714285714,32.48,29.76,35.839999999999996,32.72727272727273
2023,Tesla,Model 3 RWD,Mid-size,192,A1,B,15.2,16.6,15.8,1.7,1.9,1.8,438,8.5,6.329113924050633,6.578947368421053,6.024096385542168,30.336,29.183999999999997,31.872000000000003,51.529411764705884
2023,Tesla,Model 3 Long Range AWD (pre-1/10/23),Mid-size,293,A1,B,15.6,16.6,16.0,1.8,1.9,1.8,576,10.0,6.25,6.410256410256411,6.024096385542168,46.88,45.708,48.638000000000005,57.6
2023,Tesla,Model 3 Long Range AWD,Mid-size,293,A1,B,16.0,17.3,16.6,1.8,1.9,1.9,536,10.0,6.024096385542168,6.25,5.780346820809248,48.638000000000005,46.88,50.68900000000001,53.6
2023,Tesla,Model 3 Long Range AWD (Import),Mid-size,276,A1,B,16.0,17.3,16.6,1.8,1.9,1.9,534,10.0,6.024096385542168,6.25,5.780346820809248,45.816,44.16,47.748000000000005,53.4
2023,Tesla,Model 3 Performance,Mid-size,321,A1,B,17.8,19.6,18.6,2.0,2.2,2.1,507,10.0,5.376344086021505,5.617977528089887,5.1020408163265305,59.706,57.138000000000005,62.916000000000004,50.7
2023,Tesla,Model S,Full-size,494,A1,B,16.9,18.3,17.5,1.9,2.1,2.0,652,15.0,5.714285714285714,5.91715976331361,5.46448087431694,86.45,83.48599999999999,90.402,43.46666666666667
2023,Tesla,"Model S Plaid (19"" Wheels)",Full-size,750,A1,B,17.6,18.7,18.1,2.0,2.1,2.0,637,15.0,5.524861878453038,5.681818181818182,5.347593582887701,135.75000000000003,132.0,140.25,42.46666666666667
